"path","area","classification","official_bundle_member","reserved_file","concept","extension_file","active_documentation","archived","tracked_before_phase6","changed_since_baseline","validation_status","notes"
"docs/archive/okf/bootstrap/PHASE_EVIDENCE/README.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/bootstrap/PHASE_EVOLUTION_CONTRACT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/bootstrap/README.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/bootstrap/REPOSITORY_INVENTORY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/bootstrap/STATUS_MODEL.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/bootstrap/TARGET_OKF_STRUCTURE.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/ACCEPTANCE_MATRIX.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/ACTOR_AND_PROVENANCE_MODEL.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/AUTHORING_AND_GENERATION_POLICY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/COMPLETE_CONTENT_MIGRATION_LEDGER.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/COMPLIANCE_MATRIX.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/CONCEPT_TAXONOMY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/CONTENT_MIGRATION_MAP.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/CURRENT_STATE_AUDIT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/EXTENSION_ARTIFACT_INVENTORY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/EXTENSION_BOUNDARY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/FILE_INVENTORY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/FINAL_MAINTAINER_HANDOFF.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/FINAL_MIGRATION_CLOSURE_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/FINAL_OKF_CONFORMANCE_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/FRESHNESS_AND_VERIFICATION_POLICY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/FRONTMATTER_FIELD_REFERENCE.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/INVALID_FRONTMATTER_FIXTURES.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/METADATA_CONTRACT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/METADATA_MIGRATION_MAP.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/MIGRATION_PLAN.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/MIGRATION_RISK_REGISTER.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/OFFICIAL_OKF_REQUIREMENTS.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PATH_AND_NAMING_CONVENTIONS.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_02_DECISIONS.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_02_UNRESOLVED_ITEMS.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_03_DECISIONS.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_03_UNRESOLVED_ITEMS.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_04_CONFORMANCE_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_04_CORE_MIGRATION_LEDGER.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_04_IMPLEMENTATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_04_LINK_AND_SOURCE_AUDIT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_04_METADATA_HANDOFF.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_04_SEMANTIC_PRESERVATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_CONFORMANCE_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_EVIDENCE_MIGRATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_EXTENSION_BRIDGE_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_HANDOFF.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_IMPLEMENTATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_KNOWLEDGE_GRAPH_AUDIT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_LEGACY_PATH_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_METADATA_VALIDATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_RELATIONSHIP_MIGRATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_REMAINING_MIGRATION_LEDGER.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_05_SEMANTIC_PRESERVATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_BACKWARD_COMPATIBILITY_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_DIAGNOSTIC_CATALOG.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_IMPLEMENTATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_PRODUCTION_VALIDATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_RULE_CATALOG.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_SCHEMA_INTEGRATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_TEST_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_VALIDATOR_ARCHITECTURE.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_06_VALIDATOR_HANDOFF.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_BRANCH_PROTECTION_GUIDE.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_CI_ARCHITECTURE.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_CI_HANDOFF.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_CI_SECURITY_REVIEW.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_CONFORMANCE_ARTIFACT_SPEC.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_FAILURE_TRIAGE.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_IMPLEMENTATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_QUALITY_GATE_POLICY.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_07_WORKFLOW_VALIDATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_ARTIFACT_CLASSIFICATION.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_CI_VERIFICATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_CLEANUP_LEDGER.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_EVIDENCE_RECONCILIATION.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_FINAL_AUDIT_HANDOFF.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_HANDOFF_RECONCILIATION.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_IMPLEMENTATION_REPORT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_KNOWLEDGE_GRAPH_AUDIT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_RELATIONSHIP_RECONCILIATION.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_SECURITY_REVIEW.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/PHASE_08_VALIDATOR_COVERAGE_AUDIT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/README.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/RESERVED_FILE_METADATA_CONTRACT.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/SOURCE_AND_EVIDENCE_MODEL.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/SOURCE_OF_TRUTH_MAP.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/STATUS_AND_LIFECYCLE_MODEL.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/TARGET_BUNDLE_ARCHITECTURE.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/TARGET_STATE_PROPOSAL.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/VALIDATOR_GAP_ANALYSIS.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/VALID_FRONTMATTER_EXAMPLES.md","historical-archive","historical material","false","false","false","false","false","true","true","true","READABLE_ARCHIVE","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/common.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/concept-frontmatter.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/directory-index.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/generated-record.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/project-extensions.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/root-index.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/source-record.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/archive/okf/migration/schema/verification-record.schema.json","historical-archive","historical material","false","false","false","false","false","true","true","true","ARCHIVED_NONMARKDOWN","Excluded from official discovery and operational ownership."
"docs/okf-conformance/CONTRIBUTING_OKF.md","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"docs/okf-conformance/CURRENT_STRUCTURE.md","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"docs/okf-conformance/FINAL_AUDIT_HASHES.sha256","active-documentation","Phase 6 audit evidence","false","false","false","false","true","false","false","true","CREATED_IN_PHASE6","Generated by final independent audit; no source content changed."
"docs/okf-conformance/FINAL_CONCEPT_AUDIT.csv","active-documentation","Phase 6 audit evidence","false","false","false","false","true","false","false","true","CREATED_IN_PHASE6","Generated by final independent audit; no source content changed."
"docs/okf-conformance/FINAL_FILE_INVENTORY.csv","active-documentation","Phase 6 audit evidence","false","false","false","false","true","false","false","true","CREATED_IN_PHASE6","Generated by final independent audit; no source content changed."
"docs/okf-conformance/FINAL_OKF_CONFORMANCE_AUDIT.md","active-documentation","Phase 6 audit evidence","false","false","false","false","true","false","false","true","CREATED_IN_PHASE6","Generated by final independent audit; no source content changed."
"docs/okf-conformance/FINAL_RULE_INVENTORY.csv","active-documentation","Phase 6 audit evidence","false","false","false","false","true","false","false","true","CREATED_IN_PHASE6","Generated by final independent audit; no source content changed."
"docs/okf-conformance/FINAL_VALIDATION_EVIDENCE.json","active-documentation","Phase 6 audit evidence","false","false","false","false","true","false","false","true","CREATED_IN_PHASE6","Generated by final independent audit; no source content changed."
"docs/okf-conformance/MAINTENANCE_GUIDE.md","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"docs/okf-conformance/MIGRATION_MAP.md","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_01_BUNDLE_SEPARATION.md","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_02_CONCEPT_AUDIT.csv","active-documentation","active-documentation","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_02_CONCEPT_NORMALIZATION.md","active-documentation","active-documentation","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_03_FALSE_POSITIVE_REGRESSIONS.md","active-documentation","active-documentation","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_03_RULE_MATRIX.csv","active-documentation","active-documentation","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_03_STRICT_VALIDATOR_HARDENING.md","active-documentation","active-documentation","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_04_CONFORMANCE_CONTRACT_AND_CI_HARDENING.md","active-documentation","active-documentation","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_04_NORMATIVE_RULE_CROSSWALK.csv","active-documentation","active-documentation","false","false","false","false","true","false","true","false","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_05_LEGACY_CLEANUP_AND_DOCUMENTATION.md","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"docs/okf-conformance/PHASE_05_LEGACY_DISPOSITION.csv","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"docs/okf-conformance/RELEASE_READINESS.md","active-documentation","Phase 6 audit evidence","false","false","false","false","true","false","false","true","CREATED_IN_PHASE6","Generated by final independent audit; no source content changed."
"docs/okf-conformance/VALIDATION_CONTRACT.md","active-documentation","active-documentation","false","false","false","false","true","false","true","true","PASS","In active maintainer or validation scope."
"okf-extension/README.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/evidence/builds.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/evidence/decisions.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/evidence/runtime.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/evidence/source.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/evidence/tests.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/manifest.json","owa-extension","owa-extension","false","false","false","true","false","false","true","true","PASS",""
"okf-extension/maps/dependencies.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/maps/domains.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/maps/system.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/maps/traceability.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/registry/changes.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/registry/decisions.json","owa-extension","owa-extension","false","false","false","true","false","false","true","true","PASS",""
"okf-extension/registry/domains.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/registry/evidence.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/registry/nodes.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/registry/phases.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/registry/relationships.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/registry/risks.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/reports/decisions.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/reports/evidence.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/reports/risks.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/validation/reports/phase-03-migration-report.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/validation/rules/semantic-rules.md","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/validation/schemas/manifest.schema.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf-extension/validation/schemas/registry.schema.json","owa-extension","owa-extension","false","false","false","true","false","false","true","false","PASS",""
"okf/architecture/application-service.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/architecture/browser-runtime.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/architecture/cli.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/architecture/contracts.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/architecture/desktop-interface.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/architecture/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/architecture/platform.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/data/database.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/data/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
"okf/data/persistence.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/data/project-format.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/data/render-results.md","official-okf","OKF Concept","true","false","true","false","false","false","true","false","PASS","Current Concept audited independently."
"okf/history/index.md","official-okf","OKF reserved index.md","true","true","false","false","false","false","true","false","PASS","Optional under OKF v0.2; validated when present."
