original_path,final_path,category,disposition,active_reference_count,historical_reference_count,unique_information,operational_dependency,reason,changed_in_phase_5,notes
docs/okf-migration/ACCEPTANCE_MATRIX.md,docs/archive/okf/migration/ACCEPTANCE_MATRIX.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_04_METADATA_HANDOFF.md,docs/archive/okf/migration/PHASE_04_METADATA_HANDOFF.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_04_SEMANTIC_PRESERVATION_REPORT.md,docs/archive/okf/migration/PHASE_04_SEMANTIC_PRESERVATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_CONFORMANCE_REPORT.md,docs/archive/okf/migration/PHASE_05_CONFORMANCE_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_EVIDENCE_MIGRATION_REPORT.md,docs/archive/okf/migration/PHASE_05_EVIDENCE_MIGRATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_EXTENSION_BRIDGE_REPORT.md,docs/archive/okf/migration/PHASE_05_EXTENSION_BRIDGE_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_HANDOFF.md,docs/archive/okf/migration/PHASE_05_HANDOFF.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_IMPLEMENTATION_REPORT.md,docs/archive/okf/migration/PHASE_05_IMPLEMENTATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_KNOWLEDGE_GRAPH_AUDIT.md,docs/archive/okf/migration/PHASE_05_KNOWLEDGE_GRAPH_AUDIT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_LEGACY_PATH_REPORT.md,docs/archive/okf/migration/PHASE_05_LEGACY_PATH_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_METADATA_VALIDATION_REPORT.md,docs/archive/okf/migration/PHASE_05_METADATA_VALIDATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_RELATIONSHIP_MIGRATION_REPORT.md,docs/archive/okf/migration/PHASE_05_RELATIONSHIP_MIGRATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_REMAINING_MIGRATION_LEDGER.md,docs/archive/okf/migration/PHASE_05_REMAINING_MIGRATION_LEDGER.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_05_SEMANTIC_PRESERVATION_REPORT.md,docs/archive/okf/migration/PHASE_05_SEMANTIC_PRESERVATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_BACKWARD_COMPATIBILITY_REPORT.md,docs/archive/okf/migration/PHASE_06_BACKWARD_COMPATIBILITY_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_DIAGNOSTIC_CATALOG.md,docs/archive/okf/migration/PHASE_06_DIAGNOSTIC_CATALOG.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_IMPLEMENTATION_REPORT.md,docs/archive/okf/migration/PHASE_06_IMPLEMENTATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_PRODUCTION_VALIDATION_REPORT.md,docs/archive/okf/migration/PHASE_06_PRODUCTION_VALIDATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_RULE_CATALOG.md,docs/archive/okf/migration/PHASE_06_RULE_CATALOG.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_SCHEMA_INTEGRATION_REPORT.md,docs/archive/okf/migration/PHASE_06_SCHEMA_INTEGRATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_TEST_REPORT.md,docs/archive/okf/migration/PHASE_06_TEST_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_VALIDATOR_ARCHITECTURE.md,docs/archive/okf/migration/PHASE_06_VALIDATOR_ARCHITECTURE.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_06_VALIDATOR_HANDOFF.md,docs/archive/okf/migration/PHASE_06_VALIDATOR_HANDOFF.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_BRANCH_PROTECTION_GUIDE.md,docs/archive/okf/migration/PHASE_07_BRANCH_PROTECTION_GUIDE.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_CI_ARCHITECTURE.md,docs/archive/okf/migration/PHASE_07_CI_ARCHITECTURE.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_CI_HANDOFF.md,docs/archive/okf/migration/PHASE_07_CI_HANDOFF.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_CI_SECURITY_REVIEW.md,docs/archive/okf/migration/PHASE_07_CI_SECURITY_REVIEW.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_CONFORMANCE_ARTIFACT_SPEC.md,docs/archive/okf/migration/PHASE_07_CONFORMANCE_ARTIFACT_SPEC.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_FAILURE_TRIAGE.md,docs/archive/okf/migration/PHASE_07_FAILURE_TRIAGE.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_IMPLEMENTATION_REPORT.md,docs/archive/okf/migration/PHASE_07_IMPLEMENTATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_QUALITY_GATE_POLICY.md,docs/archive/okf/migration/PHASE_07_QUALITY_GATE_POLICY.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_07_WORKFLOW_VALIDATION_REPORT.md,docs/archive/okf/migration/PHASE_07_WORKFLOW_VALIDATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_ARTIFACT_CLASSIFICATION.md,docs/archive/okf/migration/PHASE_08_ARTIFACT_CLASSIFICATION.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_CI_VERIFICATION_REPORT.md,docs/archive/okf/migration/PHASE_08_CI_VERIFICATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_CLEANUP_LEDGER.md,docs/archive/okf/migration/PHASE_08_CLEANUP_LEDGER.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_EVIDENCE_RECONCILIATION.md,docs/archive/okf/migration/PHASE_08_EVIDENCE_RECONCILIATION.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_FINAL_AUDIT_HANDOFF.md,docs/archive/okf/migration/PHASE_08_FINAL_AUDIT_HANDOFF.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_HANDOFF_RECONCILIATION.md,docs/archive/okf/migration/PHASE_08_HANDOFF_RECONCILIATION.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_IMPLEMENTATION_REPORT.md,docs/archive/okf/migration/PHASE_08_IMPLEMENTATION_REPORT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_KNOWLEDGE_GRAPH_AUDIT.md,docs/archive/okf/migration/PHASE_08_KNOWLEDGE_GRAPH_AUDIT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_RELATIONSHIP_RECONCILIATION.md,docs/archive/okf/migration/PHASE_08_RELATIONSHIP_RECONCILIATION.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_SECURITY_REVIEW.md,docs/archive/okf/migration/PHASE_08_SECURITY_REVIEW.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/PHASE_08_VALIDATOR_COVERAGE_AUDIT.md,docs/archive/okf/migration/PHASE_08_VALIDATOR_COVERAGE_AUDIT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/README.md,docs/archive/okf/migration/README.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/RESERVED_FILE_METADATA_CONTRACT.md,docs/archive/okf/migration/RESERVED_FILE_METADATA_CONTRACT.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/common.schema.json,docs/archive/okf/migration/schema/common.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/concept-frontmatter.schema.json,docs/archive/okf/migration/schema/concept-frontmatter.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/directory-index.schema.json,docs/archive/okf/migration/schema/directory-index.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/generated-record.schema.json,docs/archive/okf/migration/schema/generated-record.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/project-extensions.schema.json,docs/archive/okf/migration/schema/project-extensions.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/root-index.schema.json,docs/archive/okf/migration/schema/root-index.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/source-record.schema.json,docs/archive/okf/migration/schema/source-record.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/schema/verification-record.schema.json,docs/archive/okf/migration/schema/verification-record.schema.json,migration-schema,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/SOURCE_AND_EVIDENCE_MODEL.md,docs/archive/okf/migration/SOURCE_AND_EVIDENCE_MODEL.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/SOURCE_OF_TRUTH_MAP.md,docs/archive/okf/migration/SOURCE_OF_TRUTH_MAP.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/STATUS_AND_LIFECYCLE_MODEL.md,docs/archive/okf/migration/STATUS_AND_LIFECYCLE_MODEL.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/TARGET_BUNDLE_ARCHITECTURE.md,docs/archive/okf/migration/TARGET_BUNDLE_ARCHITECTURE.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/TARGET_STATE_PROPOSAL.md,docs/archive/okf/migration/TARGET_STATE_PROPOSAL.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/VALID_FRONTMATTER_EXAMPLES.md,docs/archive/okf/migration/VALID_FRONTMATTER_EXAMPLES.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
docs/okf-migration/VALIDATOR_GAP_ANALYSIS.md,docs/archive/okf/migration/VALIDATOR_GAP_ANALYSIS.md,migration-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/AUTHORITATIVE_SOURCE_MAP.md,docs/archive/okf/bootstrap/AUTHORITATIVE_SOURCE_MAP.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/BOOTSTRAP_GAP_ANALYSIS.md,docs/archive/okf/bootstrap/BOOTSTRAP_GAP_ANALYSIS.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/BOOTSTRAP_TRACEABILITY.md,docs/archive/okf/bootstrap/BOOTSTRAP_TRACEABILITY.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/EVIDENCE_POLICY.md,docs/archive/okf/bootstrap/EVIDENCE_POLICY.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/IDENTIFIER_CONVENTIONS.md,docs/archive/okf/bootstrap/IDENTIFIER_CONVENTIONS.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/KNOWLEDGE_DOMAIN_MODEL.md,docs/archive/okf/bootstrap/KNOWLEDGE_DOMAIN_MODEL.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/MIGRATION_AND_ACTIVATION_PLAN.md,docs/archive/okf/bootstrap/MIGRATION_AND_ACTIVATION_PLAN.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/OPEN_QUESTIONS.md,docs/archive/okf/bootstrap/OPEN_QUESTIONS.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/PHASE_EVIDENCE/PHASE_02_FEASIBILITY_EVIDENCE.md,docs/archive/okf/bootstrap/PHASE_EVIDENCE/PHASE_02_FEASIBILITY_EVIDENCE.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/PHASE_EVIDENCE/README.md,docs/archive/okf/bootstrap/PHASE_EVIDENCE/README.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/PHASE_EVOLUTION_CONTRACT.md,docs/archive/okf/bootstrap/PHASE_EVOLUTION_CONTRACT.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/README.md,docs/archive/okf/bootstrap/README.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/REPOSITORY_INVENTORY.md,docs/archive/okf/bootstrap/REPOSITORY_INVENTORY.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/STATUS_MODEL.md,docs/archive/okf/bootstrap/STATUS_MODEL.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
okf-bootstrap/TARGET_OKF_STRUCTURE.md,docs/archive/okf/bootstrap/TARGET_OKF_STRUCTURE.md,bootstrap-history,ARCHIVE,0,unknown,true,false,Historical evidence or migration record retained for traceability,true,Original contents preserved; archived links are historical
tools/okf/migrate.mjs,tools/okf/migrate.mjs,compatibility-script,REPLACE_WITH_REDIRECT_NOTE,0,0,true,false,Completed migration command retained only for compatibility,true,Deprecated wrapper exits 2 and has no archived-path dependency
okf-extension/validation/reports/phase-03-migration-report.md,okf-extension/validation/reports/phase-03-migration-report.md,historical-extension-report,KEEP_ACTIVE,0,unknown,true,true,Required historical extension report retained in the active extension validation set,false,Historical references to bootstrap remain intentionally preserved
okf/history/phase-02.md,okf/history/phase-02.md,official-history,KEEP_ACTIVE,0,unknown,true,true,Official historical phase record and immutable provenance evidence,true,Body path updated to archive; immutable source permalink remains historical

